EmployeeID,First_Name,Surname,StreetAddress,Age,Office,Office_Type,Notes,Start_Date,Termination_Date,Active_Status_corrige
102899,Fuuki,Miyake,A renseigner,44,Tokyo,Corporate,Changes for 2021.06:  ,2017-04-03,2020-06-10,0
102900,Emma,Scott,7 Bridge Street,36,London,Corporate,Changes for 2021.06:  ,2017-04-03,2021-03-18,0
102901,Jeremy,Coleman,1846 Aviation Way,34,SanJose,Corporate,Changes for 2021.06:  ,2017-04-10,2100-12-12,1
102902,Helen,Human,3215 Poling Farm Road,28,SanJose,Corporate,Changes for 2021.06:  ,2017-04-10,2100-12-12,1
102903,Tina,Sloan,2360 Anthony Avenue,60,SanJose,Corporate,Changes for 2021.06:  Termed,2017-04-10,2022-12-07,0
102904,David,Erickson,738 Brownton Road,25,SanJose,Corporate,Changes for 2021.06:  ,2017-04-10,2100-12-12,1
102905,Cecelia,Juarez,42 Roane Avenue,31,SanJose,Corporate,Changes for 2021.06:  ,2017-04-10,2017-05-18,0
102906,Felicia,Reed,184 Park Street,42,SanJose,Corporate,Changes for 2021.06:  ,2017-04-10,2020-04-14,0
102907,Shirley,Artiaga,2210 Mudlick Road,44,SanJose,Corporate,Changes for 2021.06:  Termed,2017-04-10,2021-12-28,0
102908,Michael,Wright,799 Quincy Street,35,Boulder,Technology,Changes for 2021.06:  ,2017-04-10,2018-12-15,0
102909,Terri,Haley,2814 Anmoore Road,58,Boulder,Technology,Changes for 2021.06:  ,2017-04-10,2100-12-12,1
102910,Karen,Farley,955 Ralph Drive,60,NYC,Corporate,Changes for 2021.06:  Termed,2017-04-10,2023-03-22,0
102911,Daniel,Terrell,1668 Blane Street,28,NYC,Corporate,Changes for 2021.06:  ,2017-04-10,2100-12-12,1
102912,Larry,Hackett,1740 Murry Street,57,NYC,Corporate,Changes for 2021.06:  ,2017-04-10,2100-12-12,1
102913,Harry,Allen,3221 Counts Lane,59,NYC,Corporate,Changes for 2021.06:  ,2017-04-10,2100-12-12,1
102914,Michael,Matlock,1910 Flint Street,31,NYC,Corporate,Changes for 2021.06:  ,2017-04-10,2100-12-12,1
102915,Hal,Hogans,3935 Ash Street,53,NYC,Corporate,Changes for 2021.06:  Termed,2017-04-10,2023-07-27,0
102916,Bethany,Clayton,94 East Street,42,London,Corporate,Changes for 2021.06:  ,2017-04-10,2019-08-01,0
102917,Louie,Gardner,12 Northgate Street,37,London,Corporate,Changes for 2021.06:  ,2017-04-10,2100-12-12,1
102918,Calvin,Demott,969 Duke Lane,62,SanJose,Corporate,Changes for 2021.06:  ,2017-04-17,2018-10-02,0
102919,Gloria,Coleman,848 Fancher Drive,31,SanJose,Corporate,Changes for 2021.06:  ,2017-04-17,2100-12-12,1
102920,Forrest,Reyes,4616 Camden Street,44,SanJose,Corporate,Changes for 2021.06:  ,2017-04-17,2018-06-06,0
102921,Kelly,Mooney,1807 Ashton Lane,56,SanJose,Corporate,Changes for 2021.06:  ,2017-04-17,2018-10-05,0
102922,Frances,Garcia,412 Seneca Drive,54,SanJose,Corporate,Changes for 2021.06:  Termed,2017-04-17,2021-03-25,0
102923,John,Fite,687 Fleming Way,26,SanJose,Corporate,Changes for 2021.06:  ,2017-04-17,2021-01-11,0
102924,Kristi,Bergman,1497 Rafe Lane,29,Boulder,Technology,Changes for 2021.06:  ,2017-04-17,2100-12-12,1
102925,Deborah,Rivera,212 Lindale Avenue,28,Boulder,Technology,Changes for 2021.06:  ,2017-04-17,2100-12-12,1
102926,Thomas,Mitchell,3099 Rose Street,43,NYC,Corporate,Changes for 2021.06:  ,2017-04-17,2021-12-06,0
102927,Sharon,Burchett,4197 Camden Place,47,NYC,Corporate,Changes for 2021.06:  ,2017-04-17,2020-01-03,0
102928,James,Myers,2095 McKinley Avenue,45,NYC,Corporate,Changes for 2021.06:  ,2017-04-17,2021-08-20,0
102929,Grace,Garcia,3718 Poplar Avenue,29,NYC,Corporate,Changes for 2021.06:  ,2017-04-17,2100-12-12,1
102930,Antonina,Webb,1806 Beechwood Drive,27,NYC,Corporate,Changes for 2021.06:  ,2017-04-17,2018-03-07,0
102931,Marlene,Anderson,4943 White Oak Drive,52,NYC,Corporate,Changes for 2021.06:  ,2017-04-17,2100-12-12,1
102932,Nelda,Matthews,737 Candlelight Drive,26,NYC,Corporate,Changes for 2021.06:  ,2017-04-17,2018-03-23,0
102933,Jie,Shao,A renseigner,39,HongKong,Technology,Changes for 2021.06:  ,2017-04-17,2018-03-29,0
102934,Matthew,Hawkins,15 Ploughley Rd,42,London,Corporate,Changes for 2021.06:  ,2017-04-21,2018-10-03,0
102935,Marshall,Lavery,1463 Caldwell Road,68,Boulder,Technology,Changes for 2021.06:  ,2017-04-21,2100-12-12,1
102936,Shannon,Washington,3493 Alexander Drive,53,Boulder,Technology,Changes for 2021.06:  ,2017-04-21,2100-12-12,1
102937,Christopher,Bayer,3498 Spirit Drive,29,Boulder,Technology,Changes for 2021.06:  ,2017-04-21,2018-09-26,0
102938,Alexis,Reid,170 Goldcliff Circle,50,SanJose,Corporate,Changes for 2021.06:  ,2017-04-24,2019-02-24,0
102939,Greg,Wheeler,3580 Whitetail Lane,39,SanJose,Corporate,Changes for 2021.06:  ,2017-04-24,2018-11-23,0
102940,Kelvin,Dennison,4185 Langtown Road,56,SanJose,Corporate,Changes for 2021.06:  ,2017-04-24,2100-12-12,1
102941,Christopher,Throop,2068 Jacobs Street,56,SanJose,Corporate,Changes for 2021.06:  ,2017-04-24,2018-11-13,0
102942,Joseph,Zuniga,2084 Queens Lane,26,SanJose,Corporate,Changes for 2021.06:  ,2017-04-24,2100-12-12,1
102943,Tina,Button,2805 Pratt Avenue,44,SanJose,Corporate,Changes for 2021.06:  ,2017-04-24,2019-04-18,0
102944,Maria,Lalli,766 Cherry Tree Drive,62,SanJose,Corporate,Changes for 2021.06:  ,2017-04-24,2018-07-30,0
102945,Nakita,Williams,1004 Burke Street,58,SanJose,Corporate,Changes for 2021.06:  ,2017-04-24,2100-12-12,1
102946,Jerome,Wilson,2937 Arron Smith Drive,25,SanJose,Corporate,Changes for 2021.06:  Termed,2017-04-24,2022-10-06,0
102947,Richard,Logan,206 Walt Nuzum Farm Road,44,SanJose,Corporate,Changes for 2021.06:  Termed,2017-04-24,2021-11-23,0
102948,Philip,Holloway,1926 Wilkinson Court,60,SanJose,Corporate,Changes for 2021.06:  ,2017-04-24,2017-09-21,0
102949,Mary,Hernandez,345 Walton Street,33,SanJose,Corporate,Changes for 2021.06:  ,2017-04-24,2018-07-03,0
102950,Michael,Marks,4190 Thompson Drive,24,SanJose,Corporate,Changes for 2021.06:  ,2017-04-24,2100-12-12,1
102951,Jeffery,Reynolds,576 Hewes Avenue,55,SanJose,Corporate,Changes for 2021.06:  Termed,2017-04-24,2022-06-15,0
102952,Constance,Garneau,3850 Patton Lane,58,SanJose,Corporate,Changes for 2021.06:  ,2017-04-24,2100-12-12,1
102953,David,Hy,66 College View,40,SanJose,Corporate,Changes for 2021.06:  ,2017-04-24,2017-11-02,0
102954,Marion,Baldwin,810 Murry Street,40,SanJose,Corporate,Changes for 2021.06:  ,2017-04-24,2018-07-25,0
102955,Joshua,Ray,1747 Prospect Street,55,SanJose,Corporate,Changes for 2021.06:  ,2017-04-24,2019-01-31,0
102956,Suzette,Scarlett,3551 Longview Avenue,46,Boulder,Technology,Changes for 2021.06:  ,2017-04-24,2019-08-27,0
102957,Pamela,Peckham,4643 Spadafore Drive,40,NYC,Corporate,Changes for 2021.06:  ,2017-04-24,2019-07-12,0
102958,Mary,Binion,820 Stonepot Road,47,NYC,Corporate,Changes for 2021.06:  ,2017-04-24,2017-06-23,0
102959,Shirley,Osteen,2327 Nutter Street,37,NYC,Corporate,Changes for 2021.06:  ,2017-04-24,2019-07-24,0
102960,Robert,Hawes,2326 Lake Floyd Circle,50,NYC,Corporate,Changes for 2021.06:  ,2017-04-24,2100-12-12,1
102961,Mitchell,Diamond,1626 Hummingbird Way,36,NYC,Corporate,Changes for 2021.06:  ,2017-04-24,2017-09-11,0
102962,Caryl,Lees,3708 Graystone Lakes,39,NYC,Corporate,Changes for 2021.06:  ,2017-04-24,2017-12-05,0
102963,Zi,Hung,A renseigner,85,HongKong,Technology,Changes for 2021.06:  ,2017-04-24,2019-01-02,0
102964,Kotono,Hidaka,A renseigner,45,Tokyo,Corporate,Changes for 2021.06:  ,2017-04-24,2100-12-12,1
102965,Ella,Baker,45 Princes Street,51,London,Corporate,Changes for 2021.06:  ,2017-04-24,2100-12-12,1
102966,Adrian,Olsen,Brlyngveien 235,57,Oslo,Technology,Changes for 2021.06:  ,2017-04-28,2100-12-12,1
102967,Maya,Blackburn,57 Park Terrace,37,London,Corporate,Changes for 2021.06:  ,2017-04-28,2100-12-12,1
102968,Courtney,Gibson,36 Haslemere Road,46,London,Corporate,Changes for 2021.06:  ,2017-04-28,2017-05-05,0
102969,Bertha,Crook,3644 Freedom Lane,53,Boulder,Technology,Changes for 2021.06:  ,2017-04-28,2021-02-25,0
102970,Kendall,Steffen,3175 Valley Street,39,Boulder,Technology,Changes for 2021.06:  ,2017-04-28,2017-07-15,0
102971,Geneva,Arnold,4909 Hall Place,60,Boulder,Technology,Changes for 2021.06:  ,2017-04-28,2017-07-24,0
102972,Mary,Hawks,2033 Seth Street,27,Boulder,Technology,Changes for 2021.06:  ,2017-04-28,2019-04-27,0
102973,Elsie,Ashley,4271 Conifer Drive,42,Boulder,Technology,Changes for 2021.06:  Termed,2017-05-01,2021-01-11,0
102974,Timothy,Higgins,622 Gladwell Street,33,NYC,Corporate,Changes for 2021.06:  ,2017-05-01,2021-11-03,0
102975,Roy,Little,4109 Brooke Street,41,NYC,Corporate,Changes for 2021.06:  ,2017-05-01,2019-09-30,0
102976,Rachael,Mason,2254 Short Street,66,NYC,Corporate,Changes for 2021.06:  Termed,2017-05-01,2023-10-02,0
102977,Earl,Kelley,3204 Bicetown Road,31,NYC,Corporate,Changes for 2021.06:  ,2017-05-01,2019-02-21,0
102978,Jamie,Williamson,21 Station Rd,58,London,Corporate,Changes for 2021.06:  ,2017-05-01,2021-08-25,0
102979,James,Sheppard,55 Petworth Rd,57,London,Corporate,Changes for 2021.06:  ,2017-05-01,2020-08-21,0
102980,Randell,Roberts,2919 Hiddenview Drive,28,Boulder,Technology,Changes for 2021.06:  Termed,2017-05-05,2023-03-04,0
102981,Eric,Griffin,2043 George Avenue,26,Boulder,Technology,Changes for 2021.06:  Termed,2017-05-05,2021-02-18,0
102982,Charles,Stratton,3187 Brookview Drive,31,Boulder,Technology,Changes for 2021.06:  Termed,2017-05-05,2021-09-25,0
102983,Julie,Shoup,4912 Pooh Bear Lane,60,Boulder,Technology,Changes for 2021.06:  Termed,2017-05-05,2021-06-22,0
102984,Mary,Ramirez,2393 Daylene Drive,28,SanJose,Corporate,Changes for 2021.06:  ,2017-05-08,2018-01-31,0
102985,Jimmy,Perez,600 Spring Haven Trail,55,SanJose,Corporate,Changes for 2021.06:  ,2017-05-08,2021-05-19,0
102986,Robert,Shaw,3307 McKinley Avenue,51,SanJose,Corporate,Changes for 2021.06:  Termed,2017-05-08,2023-05-31,0
102987,Paris,Brock,1535 Custer Street,35,SanJose,Corporate,Changes for 2021.06:  ,2017-05-08,2100-12-12,1
102988,Elizabeth,White,4234 Oliverio Drive,57,SanJose,Corporate,Changes for 2021.06:  ,2017-05-08,2018-12-05,0
102989,Julie,Day,4862 Broaddus Avenue,59,SanJose,Corporate,Changes for 2021.06:  ,2017-05-08,2100-12-12,1
102990,Linda,Carmon,4235 Simpson Street,49,SanJose,Corporate,Changes for 2021.06:  ,2017-05-08,2018-10-27,0
102991,Louis,Emery,4410 Loving Acres Road,61,SanJose,Corporate,Changes for 2021.06:  ,2017-05-08,2017-12-22,0
102992,Luisa,Blalock,4616 Armory Road,42,SanJose,Corporate,Changes for 2021.06:  Termed,2017-05-08,2021-08-23,0
102993,Frank,Caputo,666 Shobe Lane,56,SanJose,Corporate,Changes for 2021.06:  ,2017-05-08,2100-12-12,1
102994,Nicole,Davis,4794 Flint Street,38,SanJose,Corporate,Changes for 2021.06:  ,2017-05-08,2100-12-12,1
102995,Charles,Borden,1626 Northwest Boulevard,41,SanJose,Corporate,Changes for 2021.06:  ,2017-05-08,2100-12-12,1
102996,Alton,Binns,3368 Twin Willow Lane,50,SanJose,Corporate,Changes for 2021.06:  ,2017-05-08,2018-12-07,0
102997,Tina,Morris,1773 Pearlman Avenue,27,SanJose,Corporate,Changes for 2021.06:  ,2017-05-08,2018-02-09,0
102998,John,Sawyers,2447 Winifred Way,59,SanJose,Corporate,Changes for 2021.06:  Termed,2017-05-08,2022-11-02,0
102999,Patricia,Patterson,2224 Cabell Avenue,36,SanJose,Corporate,Changes for 2021.06:  ,2017-05-08,2100-12-12,1
103000,Carlyn,Jensen,2365 Morris Street,46,Boulder,Technology,Changes for 2021.06:  ,2017-05-08,2100-12-12,1
103001,Joseph,Cox,3662 Corpening Drive,25,Boulder,Technology,Changes for 2021.06:  ,2017-05-08,2100-12-12,1
103002,Jennifer,Branch,1652 Grand Avenue,48,NYC,Corporate,Changes for 2021.06:  ,2017-05-08,2100-12-12,1
103003,Robert,Rarick,245 Ritter Avenue,29,NYC,Corporate,Changes for 2021.06:  ,2017-05-08,2018-08-02,0
103004,Ralph,Harrison,1771 Augusta Park,40,NYC,Corporate,Changes for 2021.06:  ,2017-05-08,2100-12-12,1
103005,Nellie,Estrada,3835 Lyon Avenue,56,NYC,Corporate,Changes for 2021.06:  Termed,2017-05-08,2022-05-01,0
103006,Angela,Brickley,4229 Green Avenue,33,NYC,Corporate,Changes for 2021.06:  ,2017-05-08,2018-10-08,0
103007,Michael,King,2944 School House Road,40,NYC,Corporate,Changes for 2021.06:  Termed,2017-05-08,2021-11-24,0
103008,Kimberly,Beauchamp,4603 Huntz Lane,53,NYC,Corporate,Changes for 2021.06:  ,2017-05-08,2021-11-03,0
103009,E,Hsueh,A renseigner,51,HongKong,Technology,Changes for 2021.06:  Termed,2017-05-08,2021-02-06,0
103010,Ming,L,A renseigner,36,HongKong,Technology,Changes for 2021.06:  ,2017-05-08,2017-11-01,0
103011,Eva,Warner,93 Ings Lane,53,London,Corporate,Changes for 2021.06:  ,2017-05-08,2100-12-12,1
103012,Aidan,Nelson,58 Fraserburgh Rd,27,London,Corporate,Changes for 2021.06:  ,2017-05-08,2100-12-12,1
103013,Richard,Meyer,4414 Irish Lane,46,Boulder,Technology,Changes for 2021.06:  ,2017-05-12,2018-05-11,0
103014,Delores,Carter,1800 Comfort Court,23,SanJose,Corporate,Changes for 2021.06:  ,2017-05-15,2100-12-12,1
103015,Berniece,Abram,3562 Walnut Street,56,SanJose,Corporate,Changes for 2021.06:  ,2017-05-15,2100-12-12,1
103016,Juan,Lacey,1957 Ritter Avenue,25,SanJose,Corporate,Changes for 2021.06:  ,2017-05-15,2018-05-17,0
103017,Angelina,Morrison,241 Poplar Lane,61,SanJose,Corporate,Changes for 2021.06:  ,2017-05-15,2018-07-31,0
103018,Thomas,Peoples,4069 Washburn Street,31,SanJose,Corporate,Changes for 2021.06:  ,2017-05-15,2021-06-30,0
103019,Melissa,Harper,1150 University Drive,41,SanJose,Corporate,Changes for 2021.06:  Termed,2017-05-15,2021-01-20,0
103020,Melody,Lee,3499 Ryder Avenue,59,SanJose,Corporate,Changes for 2021.06:  ,2017-05-15,2100-12-12,1
103021,Amber,Dillard,2904 Robinson Court,25,SanJose,Corporate,Changes for 2021.06:  ,2017-05-15,2018-02-23,0
103022,Marie,Thibodeau,121 Jones Street,43,SanJose,Corporate,Changes for 2021.06:  ,2017-05-15,2100-12-12,1
103023,Peggy,Lynch,3517 Oliver Street,48,SanJose,Corporate,Changes for 2021.06:  ,2017-05-15,2100-12-12,1
103024,Jason,Riley,4322 Grey Fox Farm Road,53,Boulder,Technology,Changes for 2021.06:  Termed,2017-05-15,2022-12-30,0
103025,Melissa,Jackson,3454 Alexander Avenue,24,Boulder,Technology,Changes for 2021.06:  ,2017-05-15,2020-06-01,0
103026,Alecia,Booth,4467 West Fork Street,60,Boulder,Technology,Changes for 2021.06:  ,2017-05-15,2100-12-12,1
103027,Nicholas,Aragon,1338 Davisson Street,41,Boulder,Technology,Changes for 2021.06:  ,2017-05-15,2019-05-31,0
103028,Virginia,Davis,1710 Chandler Drive,61,NYC,Corporate,Changes for 2021.06:  ,2017-05-15,2100-12-12,1
103029,Troy,Renfro,1705 Sharon Lane,56,NYC,Corporate,Changes for 2021.06:  ,2017-05-15,2100-12-12,1
103030,James,Berry,3176 Shobe Lane,38,NYC,Corporate,Changes for 2021.06:  Termed,2017-05-15,2023-06-18,0
103031,Michael,Snowden,1537 McDowell Street,52,NYC,Corporate,Changes for 2021.06:  ,2017-05-15,2100-12-12,1
103032,Yan,Teng,A renseigner,37,HongKong,Technology,Changes for 2021.06:  Termed,2017-05-15,2023-02-08,0
103033,Jerry,Pastor,4069 Gandy Street,41,Boulder,Technology,Changes for 2021.06:  ,2017-05-22,2100-12-12,1
103034,Rita,Avery,1634 Goldie Lane,30,SanJose,Corporate,Changes for 2021.06:  ,2017-05-22,2100-12-12,1
103035,Jamal,Ward,4674 Spring Haven Trail,52,SanJose,Corporate,Changes for 2021.06:  ,2017-05-22,2100-12-12,1
103036,Michelle,Cleary,4248 B Street,31,SanJose,Corporate,Changes for 2021.06:  ,2017-05-22,2100-12-12,1
103037,Samuel,Quiroz,2059 Clousson Road,37,SanJose,Corporate,Changes for 2021.06:  ,2017-05-22,2100-12-12,1
103038,Michael,Sprayberry,1270 Hillside Drive,35,SanJose,Corporate,Changes for 2021.06:  ,2017-05-22,2019-02-27,0
103039,Adrienne,Russo,3152 Pine Tree Lane,36,SanJose,Corporate,Changes for 2021.06:  ,2017-05-22,2018-08-08,0
103040,David,Harbuck,3621 Cherry Camp Road,27,SanJose,Corporate,Changes for 2021.06:  ,2017-05-22,2100-12-12,1
103041,Lori,Robinson,4035 Beechwood Drive,41,SanJose,Corporate,Changes for 2021.06:  ,2017-05-22,2021-08-08,0
103042,John,Allen,2642 Tennessee Avenue,34,Boulder,Technology,Changes for 2021.06:  ,2017-05-22,2100-12-12,1
103043,Charles,Elizondo,780 Caldwell Road,39,NYC,Corporate,Changes for 2021.06:  ,2017-05-22,2020-12-19,0
103044,Cornell,Tyler,2083 Simpson Square,37,NYC,Corporate,Changes for 2021.06:  ,2017-05-22,2100-12-12,1
103045,Michael,Rubio,901 Carriage Court,36,NYC,Corporate,Changes for 2021.06:  ,2017-05-22,2100-12-12,1
103046,Bernadine,Harley,3713 Williams Mine Road,24,NYC,Corporate,Changes for 2021.06:  ,2017-05-22,2100-12-12,1
103047,Alton,Moran,1626 Pyramid Valley Road,36,NYC,Corporate,Changes for 2021.06:  ,2017-05-22,2100-12-12,1
103048,Chow,Chia,A renseigner,71,HongKong,Technology,Changes for 2021.06:  ,2017-05-22,2100-12-12,1
103049,Freddie,Manning,75 Great North Road,44,London,Corporate,Changes for 2021.06:  ,2017-05-22,2100-12-12,1
103050,Madison,Stanley,41 Scarcroft Road,60,London,Corporate,Changes for 2021.06:  Termed,2017-05-26,2021-06-27,0
103051,Damian,Mckee,2354 Parrish Avenue,32,Boulder,Technology,Changes for 2021.06:  ,2017-05-26,2018-03-27,0
103052,Gerry,Colucci,3420 Patterson Road,40,Boulder,Technology,Changes for 2021.06:  ,2017-05-26,2100-12-12,1
103053,Allen,Kerrigan,3681 Elk Rd Little,42,Boulder,Technology,Changes for 2021.06:  ,2017-05-26,2100-12-12,1
103054,Micheal,Miraglia,351 Gregory Lane,35,SanJose,Corporate,Changes for 2021.06:  ,2017-05-29,2020-07-08,0
103055,Andrew,Hutzler,3141 Bombardier Way,48,SanJose,Corporate,Changes for 2021.06:  ,2017-05-29,2100-12-12,1
103056,Patricia,Thom,1450 Hillhaven Drive,37,SanJose,Corporate,Changes for 2021.06:  ,2017-05-29,2100-12-12,1
103057,Glenn,Silva,3097 Lynn Avenue,42,SanJose,Corporate,Changes for 2021.06:  ,2017-05-29,2100-12-12,1
103058,Charlotte,Erbe,2937 Layman Avenue,25,SanJose,Corporate,Changes for 2021.06:  ,2017-05-29,2100-12-12,1
103059,Donna,Holman,2060 Hickory Lane,62,SanJose,Corporate,Changes for 2021.06:  ,2017-05-29,2019-06-24,0
103060,Dorothy,Brewster,3177 Sun Valley Road,32,SanJose,Corporate,Changes for 2021.06:  ,2017-05-29,2021-06-01,0
103061,Matthew,Barnes,1271 Carriage Lane,34,SanJose,Corporate,Changes for 2021.06:  ,2017-05-29,2017-06-20,0
103062,Kimberly,Roberts,3234 Diane Street,37,SanJose,Corporate,Changes for 2021.06:  ,2017-05-29,2100-12-12,1
103063,Michael,Mason,4454 Lincoln Street,24,SanJose,Corporate,Changes for 2021.06:  Termed,2017-05-29,2021-07-31,0
103064,Hazel,Boswell,1918 Lyndon Street,61,SanJose,Corporate,Changes for 2021.06:  ,2017-05-29,2100-12-12,1
103065,Mitchell,Ruff,4917 Big Indian,47,SanJose,Corporate,Changes for 2021.06:  ,2017-05-29,2018-06-03,0
103066,Andrew,Stowell,393 Polk Street,62,SanJose,Corporate,Changes for 2021.06:  ,2017-05-29,2100-12-12,1
103067,Ramona,Kuhl,4516 Hanover Street,27,SanJose,Corporate,Changes for 2021.06:  ,2017-05-29,2018-11-03,0
103068,Jake,Spires,3538 Illinois Avenue,58,SanJose,Corporate,Changes for 2021.06:  ,2017-05-29,2100-12-12,1
103069,Kenneth,Andrews,3235 Nancy Street,46,SanJose,Corporate,Changes for 2021.06:  ,2017-05-29,2100-12-12,1
103070,Jamal,Cavanaugh,527 Dye Street,47,SanJose,Corporate,Changes for 2021.06:  ,2017-05-29,2018-09-10,0
103071,Robert,Rocco,1700 Oliver Street,54,Boulder,Technology,Changes for 2021.06:  ,2017-05-29,2100-12-12,1
103072,Gail,Gray,3294 Metz Lane,25,Boulder,Technology,Changes for 2021.06:  ,2017-05-29,2100-12-12,1
103073,Marcus,Hardwick,179 Watson Lane,61,Boulder,Technology,Changes for 2021.06:  ,2017-05-29,2018-04-01,0
103074,Lucinda,Rhea,958 Wildrose Lane,60,Boulder,Technology,Changes for 2021.06:  Termed,2017-05-29,2022-04-20,0
103075,Thomas,Avalos,3127 West Drive,57,Boulder,Technology,Changes for 2021.06:  ,2017-05-29,2020-12-23,0
103076,Louvenia,Roof,2677 Sycamore Road,62,NYC,Corporate,Changes for 2021.06:  ,2017-05-29,2019-03-13,0
103077,Bernard,Kwok,3565 Stonecoal Road,50,NYC,Corporate,Changes for 2021.06:  ,2017-05-29,2100-12-12,1
103078,Jay,Alvarez,1005 Dark Hollow Road,59,NYC,Corporate,Changes for 2021.06:  ,2017-05-29,2019-07-30,0
103079,Marta,Cochran,3665 Big Indian,36,NYC,Corporate,Changes for 2021.06:  Termed,2017-05-29,2021-01-21,0
103080,Jennifer,Smith,1333 Limer Street,35,NYC,Corporate,Changes for 2021.06:  ,2017-05-29,2021-07-27,0
103081,Jun,Chu,A renseigner,53,HongKong,Technology,Changes for 2021.06:  ,2017-05-29,2100-12-12,1
103082,Mayumi,Sutou,A renseigner,55,Tokyo,Corporate,Changes for 2021.06:  ,2017-05-29,2020-01-09,0
103083,Ayako,Koga,A renseigner,30,Tokyo,Corporate,Changes for 2021.06:  ,2017-05-29,2100-12-12,1
103084,Leah,Tollefsen,Uranusveien 34,31,Oslo,Technology,Changes for 2021.06:  ,2017-05-29,2021-12-07,0
103085,Eva,Gibson,90 Essex Rd,29,London,Corporate,Changes for 2021.06:  ,2017-06-02,2021-06-05,0
103086,Laura,Birnbaum,3476 Werninger Street,37,Boulder,Technology,Changes for 2021.06:  ,2017-06-02,2100-12-12,1
103087,Mattie,Diaz,3269 Water Street,44,Boulder,Technology,Changes for 2021.06:  ,2017-06-02,2100-12-12,1
103088,Ann,Anderson,1344 Cost Avenue,28,Boulder,Technology,Changes for 2021.06:  ,2017-06-02,2100-12-12,1
103089,Pamela,Deloera,2206 Carriage Lane,37,Boulder,Technology,Changes for 2021.06:  ,2017-06-02,2100-12-12,1
103090,Kim,Cortez,220 Ottis Street,59,Boulder,Technology,Changes for 2021.06:  ,2017-06-02,2021-01-22,0
103091,Jim,Goldberg,259 Nutter Street,62,SanJose,Corporate,Changes for 2021.06:  ,2017-06-05,2100-12-12,1
103092,Barbara,Garrison,4691 Round Table Drive,42,SanJose,Corporate,Changes for 2021.06:  ,2017-06-05,2018-01-07,0
103093,Conrad,Baum,1209 Jefferson Street,62,SanJose,Corporate,Changes for 2021.06:  ,2017-06-05,2018-06-27,0
103094,Donald,Stuart,3928 Nicholas Street,44,SanJose,Corporate,Changes for 2021.06:  ,2017-06-05,2019-07-01,0
103095,Bernard,Barnes,2770 Grasselli Street,36,SanJose,Corporate,Changes for 2021.06:  Termed,2017-06-05,2021-01-01,0
103096,Emery,Beaver,1432 Meadowbrook Mall Road,31,SanJose,Corporate,Changes for 2021.06:  ,2017-06-05,2100-12-12,1
103097,Victoria,Gaughan,34 Black Stallion Road,28,SanJose,Corporate,Changes for 2021.06:  ,2017-06-05,2100-12-12,1
103098,Kristi,Fitzgerald,4625 Roguski Road,47,SanJose,Corporate,Changes for 2021.06:  ,2017-06-05,2018-08-05,0
103099,Christopher,Davis,1543 Columbia Mine Road,52,SanJose,Corporate,Changes for 2021.06:  ,2017-06-05,2100-12-12,1
103100,Helen,Heath,2587 Leo Street,58,SanJose,Corporate,Changes for 2021.06:  Termed,2017-06-05,2023-06-16,0
103101,Houston,Gaston,3885 Turkey Pen Road,23,SanJose,Corporate,Changes for 2021.06:  ,2017-06-05,2100-12-12,1
103102,John,Weathers,3169 Stonecoal Road,26,SanJose,Corporate,Changes for 2021.06:  ,2017-06-05,2018-06-01,0
103103,Lisa,Vigil,4857 Brookview Drive,56,SanJose,Corporate,Changes for 2021.06:  ,2017-06-05,2100-12-12,1
103104,Esther,Hughes,991 James Martin Circle,27,SanJose,Corporate,Changes for 2021.06:  ,2017-06-05,2018-02-24,0
103105,John,Valdez,917 Deer Ridge Drive,37,SanJose,Corporate,Changes for 2021.06:  ,2017-06-05,2100-12-12,1
103106,James,Bearden,3812 Green Hill Road,49,SanJose,Corporate,Changes for 2021.06:  ,2017-06-05,2100-12-12,1
103107,Lawrence,Walston,3738 Jenna Lane,38,SanJose,Corporate,Changes for 2021.06:  ,2017-06-05,2100-12-12,1
103108,Rita,Burnett,1366 Brighton Circle Road,44,SanJose,Corporate,Changes for 2021.06:  ,2017-06-05,2100-12-12,1
103109,Jenny,Cook,3298 Locust Court,29,SanJose,Corporate,Changes for 2021.06:  ,2017-06-05,2019-05-14,0
103110,Cathy,Vick,3841 Hillcrest Avenue,25,SanJose,Corporate,Changes for 2021.06:  ,2017-06-05,2100-12-12,1
103111,Cleveland,House,3321 Tetrick Road,28,SanJose,Corporate,Changes for 2021.06:  ,2017-06-05,2100-12-12,1
103112,Lynn,Neumann,4045 Abia Martin Drive,40,SanJose,Corporate,Changes for 2021.06:  ,2017-06-05,2100-12-12,1
103113,Nathaniel,Aponte,3439 Columbia Mine Road,48,SanJose,Corporate,Changes for 2021.06:  ,2017-06-05,2100-12-12,1
103114,Ila,Pritchard,1742 Crosswind Drive,58,SanJose,Corporate,Changes for 2021.06:  ,2017-06-05,2100-12-12,1
103115,Marvin,Murphree,3312 Tree Top Lane,59,Boulder,Technology,Changes for 2021.06:  ,2017-06-05,2019-06-06,0
103116,Michael,Guy,4057 Goff Avenue,62,Boulder,Technology,Changes for 2021.06:  ,2017-06-05,2019-03-05,0
103117,Helen,Burton,979 Conference Center Way,67,NYC,Corporate,Changes for 2021.06:  ,2017-06-05,2100-12-12,1
